table,column,postgres_type,nullable,key_reference,rules_default,source_json_path,go_field_value,conversion_derivation,trace_class,go_models,writer_projector,source
fi.security_ace,source_record_id,bigint,No,"PK, FK → fi.security_observation.source_record_id",`NOT NULL`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,ace_ordinal,integer,No,PK,`NOT NULL CHECK (ace_ordinal >= 0)`,payload.ntfs_observation.security.dacl.aces[*].index,records.ACEObservation.Index,numeric text → uint32 → integer,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,ace_type,integer,No,—,`NOT NULL`,payload.ntfs_observation.security.dacl.aces[*].type,records.ACEObservation.Type,numeric text → uint8 → integer,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,type_name,text,No,—,`NOT NULL`,payload.ntfs_observation.security.dacl.aces[*].type_name,records.ACEObservation.TypeName,Direct,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,flags,integer,No,—,`NOT NULL`,payload.ntfs_observation.security.dacl.aces[*].flags,records.ACEObservation.Flags,numeric text → uint8 → integer,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,ace_size,integer,No,—,`NOT NULL CHECK (ace_size > 0)`,payload.ntfs_observation.security.dacl.aces[*].size,records.ACEObservation.Size,numeric text → uint16 → integer,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,raw_ace,bytea,No,—,`NOT NULL`,payload.ntfs_observation.security.dacl.aces[*].raw_base64url,records.ACEObservation.RawBase64URL,base64url → `bytea`,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,access_mask,bigint,Yes,—,`—`,payload.ntfs_observation.security.dacl.aces[*].mask,records.ACEObservation.Mask,optional numeric text → uint32 → `bigint`,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,object_flags,bigint,Yes,—,`—`,payload.ntfs_observation.security.dacl.aces[*].object_flags,records.ACEObservation.ObjectFlags,optional numeric text → uint32 → `bigint`,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,object_type_guid,uuid,Yes,—,`—`,payload.ntfs_observation.security.dacl.aces[*].object_type_guid,records.ACEObservation.ObjectTypeGUID,empty → NULL; text cast to UUID,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,inherited_object_type_guid,uuid,Yes,—,`—`,payload.ntfs_observation.security.dacl.aces[*].inherited_object_type_guid,records.ACEObservation.InheritedObjectTypeGUID,empty → NULL; text cast to UUID,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.security_ace,sid,text,Yes,—,`—`,payload.ntfs_observation.security.dacl.aces[*].sid,records.ACEObservation.SID,empty → NULL,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.security_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.security.dacl.aces[*]`
fi.sacl_observation,source_record_id,bigint,No,"PK, FK → fi.file_observation.source_record_id",`—`,—,sourceRecordID,Derived by Go / relational lookup,Derived,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_observation,state,text,No,—,`NOT NULL`,payload.ntfs_observation.sacl.state,records.SACLObservation.State,enum → text,Direct JSON,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_observation,data_format,text,No,—,`NOT NULL`,payload.ntfs_observation.sacl.data_format,records.SACLObservation.DataFormat,enum → text,Direct JSON,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_observation,raw_descriptor,bytea,Yes,—,`—`,payload.ntfs_observation.sacl.raw_descriptor_base64url,records.SACLObservation.RawDescriptorBase64URL,base64url → `bytea`,Direct JSON,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_observation,revision,smallint,Yes,—,`—`,payload.ntfs_observation.sacl.revision,records.SACLObservation.Revision,optional numeric text → uint8,Direct JSON,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_observation,control,integer,Yes,—,`—`,payload.ntfs_observation.sacl.control,records.SACLObservation.Control,optional numeric text → uint16,Direct JSON,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_observation,acl_state,text,Yes,—,`—`,payload.ntfs_observation.sacl.acl.state,records.SACLObservation.ACL.State,enum → text,Direct JSON,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_observation,acl_revision,smallint,Yes,—,`—`,payload.ntfs_observation.sacl.acl.revision,records.SACLObservation.ACL.Revision,optional numeric text → uint8,Direct JSON,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_observation,acl_size,integer,Yes,—,`—`,payload.ntfs_observation.sacl.acl.size,records.SACLObservation.ACL.Size,optional numeric text → uint32,Direct JSON,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_observation,reason_code,text,Yes,—,`—`,payload.ntfs_observation.sacl.reason_code,records.SACLObservation.ReasonCode,empty → NULL,Direct JSON,"`records.SACLObservation`, `records.ACLObservation`",`projectSACLObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.sacl`
fi.sacl_ace,source_record_id,bigint,No,"PK, FK → fi.sacl_observation.source_record_id",`NOT NULL`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,ace_ordinal,integer,No,PK,`NOT NULL CHECK (ace_ordinal >= 0)`,payload.ntfs_observation.sacl.acl.aces[*].index,records.ACEObservation.Index,numeric text → uint32 → integer,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,ace_type,integer,No,—,`NOT NULL`,payload.ntfs_observation.sacl.acl.aces[*].type,records.ACEObservation.Type,numeric text → uint8 → integer,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,type_name,text,No,—,`NOT NULL`,payload.ntfs_observation.sacl.acl.aces[*].type_name,records.ACEObservation.TypeName,Direct,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,flags,integer,No,—,`NOT NULL`,payload.ntfs_observation.sacl.acl.aces[*].flags,records.ACEObservation.Flags,numeric text → uint8 → integer,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,ace_size,integer,No,—,`NOT NULL CHECK (ace_size > 0)`,payload.ntfs_observation.sacl.acl.aces[*].size,records.ACEObservation.Size,numeric text → uint16 → integer,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,raw_ace,bytea,No,—,`NOT NULL`,payload.ntfs_observation.sacl.acl.aces[*].raw_base64url,records.ACEObservation.RawBase64URL,base64url → `bytea`,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,access_mask,bigint,Yes,—,`—`,payload.ntfs_observation.sacl.acl.aces[*].mask,records.ACEObservation.Mask,optional numeric text → uint32 → `bigint`,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,object_flags,bigint,Yes,—,`—`,payload.ntfs_observation.sacl.acl.aces[*].object_flags,records.ACEObservation.ObjectFlags,optional numeric text → uint32 → `bigint`,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,object_type_guid,uuid,Yes,—,`—`,payload.ntfs_observation.sacl.acl.aces[*].object_type_guid,records.ACEObservation.ObjectTypeGUID,empty → NULL; text cast to UUID,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,inherited_object_type_guid,uuid,Yes,—,`—`,payload.ntfs_observation.sacl.acl.aces[*].inherited_object_type_guid,records.ACEObservation.InheritedObjectTypeGUID,empty → NULL; text cast to UUID,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.sacl_ace,sid,text,Yes,—,`—`,payload.ntfs_observation.sacl.acl.aces[*].sid,records.ACEObservation.SID,empty → NULL,Direct JSON,`records.ACEObservation`,"`projectSecurityACE(..., ""fi.sacl_ace"", ...)` — `projector_ntfs.go`",`payload.ntfs_observation.sacl.acl.aces[*]`
fi.observation_warning,source_record_id,bigint,No,"PK, FK → fi.file_observation.source_record_id",`NOT NULL`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.ObservationWarning`,`projectNTFSObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.warnings[*]`
fi.observation_warning,warning_ordinal,integer,No,PK,`NOT NULL CHECK (warning_ordinal > 0)`,—,i + 1,Derived by Go / relational lookup,Derived,`records.ObservationWarning`,`projectNTFSObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.warnings[*]`
fi.observation_warning,code,text,No,—,`NOT NULL`,payload.ntfs_observation.warnings[*].code,records.ObservationWarning.Code,Direct,Direct JSON,`records.ObservationWarning`,`projectNTFSObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.warnings[*]`
fi.observation_warning,detail,text,Yes,—,`—`,payload.ntfs_observation.warnings[*].detail,records.ObservationWarning.Detail,empty → NULL,Direct JSON,`records.ObservationWarning`,`projectNTFSObservation()` — `projector_ntfs.go`,`payload.ntfs_observation.warnings[*]`
fi.collector_identity,source_record_id,bigint,No,"PK, FK → fi.source_record.source_record_id",`—`,—,sourceRecordID,Derived by Go / relational lookup,Derived,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,observed_at,timestamptz,No,—,`NOT NULL`,payload.observed_at,records.ProcessIdentityObservation.ObservedAt,RFC3339 → `timestamptz`,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,collection_method,text,No,—,`NOT NULL`,payload.collection_method,records.ProcessIdentityObservation.CollectionMethod,Direct,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,computer_netbios_name,text,No,—,`NOT NULL`,payload.computer.netbios_name,records.ProcessIdentityObservation.Computer.NetBIOSName,Direct,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,computer_dns_host_name,text,Yes,—,`—`,payload.computer.dns_host_name,records.ProcessIdentityObservation.Computer.DNSHostName,empty → NULL,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,computer_dns_domain,text,Yes,—,`—`,payload.computer.dns_domain,records.ProcessIdentityObservation.Computer.DNSDomain,empty → NULL,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,computer_dns_fqdn,text,Yes,—,`—`,payload.computer.dns_fqdn,records.ProcessIdentityObservation.Computer.DNSFQDN,empty → NULL,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,token_user_sid,text,No,—,`NOT NULL`,payload.token.user.sid,records.ProcessIdentityObservation.Token.User.SID,Direct,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,token_user_account_name,text,Yes,—,`—`,payload.token.user.account_name,records.ProcessIdentityObservation.Token.User.AccountName,empty → NULL,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,token_user_domain_name,text,Yes,—,`—`,payload.token.user.domain_name,records.ProcessIdentityObservation.Token.User.DomainName,empty → NULL,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,token_user_name_use_raw,bigint,Yes,—,`CHECK (token_user_name_use_raw IS NULL OR token_user_name_use_raw >= 0)`,payload.token.user.name_use_raw,records.ProcessIdentityObservation.Token.User.NameUseRaw,optional decimal text → uint32 → bigint,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,token_user_name_use_name,text,Yes,—,`—`,payload.token.user.name_use_name,records.ProcessIdentityObservation.Token.User.NameUseName,empty → NULL,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,token_type_raw,smallint,No,—,"`NOT NULL CHECK (token_type_raw IN (1,2))`",payload.token.token_type_raw,records.ProcessIdentityObservation.Token.TokenTypeRaw,decimal text → uint16 → smallint,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,token_type_name,text,No,—,"`NOT NULL CHECK (token_type_name IN ('Primary','Impersonation'))`",payload.token.token_type_name,records.ProcessIdentityObservation.Token.TokenTypeName,Direct,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,elevation_type_raw,smallint,No,—,"`NOT NULL CHECK (elevation_type_raw IN (1,2,3))`",payload.token.elevation_type_raw,records.ProcessIdentityObservation.Token.ElevationTypeRaw,decimal text → uint16 → smallint,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,elevation_type_name,text,No,—,"`NOT NULL CHECK (elevation_type_name IN ('Default','Full','Limited'))`",payload.token.elevation_type_name,records.ProcessIdentityObservation.Token.ElevationTypeName,Direct,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_identity,elevated,boolean,No,—,`NOT NULL`,payload.token.elevated,records.ProcessIdentityObservation.Token.Elevated,Direct,Direct JSON,"`records.ProcessIdentityObservation`, `ComputerIdentity`, `ProcessTokenObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload`
fi.collector_token_group,source_record_id,bigint,No,"PK, FK → fi.collector_identity.source_record_id",`NOT NULL`,—,sourceRecordID,Derived by Go / relational lookup,Derived,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,group_ordinal,integer,No,PK,`NOT NULL CHECK (group_ordinal >= 0)`,payload.token.groups[*].index,records.TokenGroupObservation.Index,decimal text → uint32 → integer,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,principal_sid,text,No,—,`NOT NULL`,payload.token.groups[*].principal.sid,records.TokenGroupObservation.Principal.SID,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,account_name,text,Yes,—,`—`,payload.token.groups[*].principal.account_name,records.TokenGroupObservation.Principal.AccountName,empty → NULL,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,domain_name,text,Yes,—,`—`,payload.token.groups[*].principal.domain_name,records.TokenGroupObservation.Principal.DomainName,empty → NULL,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,name_use_raw,bigint,Yes,—,`CHECK (name_use_raw IS NULL OR name_use_raw >= 0)`,payload.token.groups[*].principal.name_use_raw,records.TokenGroupObservation.Principal.NameUseRaw,optional decimal text → bigint,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,name_use_name,text,Yes,—,`—`,payload.token.groups[*].principal.name_use_name,records.TokenGroupObservation.Principal.NameUseName,empty → NULL,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,attributes_raw,bigint,No,—,`NOT NULL CHECK (attributes_raw >= 0)`,payload.token.groups[*].attributes_raw,records.TokenGroupObservation.AttributesRaw,decimal text → uint32 → bigint,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,mandatory,boolean,No,—,`NOT NULL`,payload.token.groups[*].mandatory,records.TokenGroupObservation.Mandatory,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,enabled_by_default,boolean,No,—,`NOT NULL`,payload.token.groups[*].enabled_by_default,records.TokenGroupObservation.EnabledByDefault,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,enabled,boolean,No,—,`NOT NULL`,payload.token.groups[*].enabled,records.TokenGroupObservation.Enabled,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,owner,boolean,No,—,`NOT NULL`,payload.token.groups[*].owner,records.TokenGroupObservation.Owner,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,deny_only,boolean,No,—,`NOT NULL`,payload.token.groups[*].deny_only,records.TokenGroupObservation.DenyOnly,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,integrity,boolean,No,—,`NOT NULL`,payload.token.groups[*].integrity,records.TokenGroupObservation.Integrity,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,integrity_enabled,boolean,No,—,`NOT NULL`,payload.token.groups[*].integrity_enabled,records.TokenGroupObservation.IntegrityEnabled,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,logon_id,boolean,No,—,`NOT NULL`,payload.token.groups[*].logon_id,records.TokenGroupObservation.LogonID,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_group,resource,boolean,No,—,`NOT NULL`,payload.token.groups[*].resource,records.TokenGroupObservation.Resource,Direct,Direct JSON,"`records.TokenGroupObservation`, `TokenPrincipalObservation`",`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.groups[*]`
fi.collector_token_privilege,source_record_id,bigint,No,"PK, FK → fi.collector_identity.source_record_id",`NOT NULL`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.collector_token_privilege,privilege_ordinal,integer,No,PK,`NOT NULL CHECK (privilege_ordinal >= 0)`,payload.token.privileges[*].index,records.TokenPrivilegeObservation.Index,decimal text → uint32 → integer,Direct JSON,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.collector_token_privilege,luid_low,bigint,No,—,`NOT NULL CHECK (luid_low BETWEEN 0 AND 4294967295)`,payload.token.privileges[*].luid_low,records.TokenPrivilegeObservation.LUIDLow,decimal text → uint32 → bigint,Direct JSON,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.collector_token_privilege,luid_high,integer,No,—,`NOT NULL`,payload.token.privileges[*].luid_high,records.TokenPrivilegeObservation.LUIDHigh,signed decimal text → int32,Direct JSON,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.collector_token_privilege,name,text,Yes,—,`—`,payload.token.privileges[*].name,records.TokenPrivilegeObservation.Name,empty → NULL,Direct JSON,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.collector_token_privilege,attributes_raw,bigint,No,—,`NOT NULL CHECK (attributes_raw BETWEEN 0 AND 4294967295)`,payload.token.privileges[*].attributes_raw,records.TokenPrivilegeObservation.AttributesRaw,decimal text → uint32 → bigint,Direct JSON,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.collector_token_privilege,enabled_by_default,boolean,No,—,`NOT NULL`,payload.token.privileges[*].enabled_by_default,records.TokenPrivilegeObservation.EnabledByDefault,Direct,Direct JSON,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.collector_token_privilege,enabled,boolean,No,—,`NOT NULL`,payload.token.privileges[*].enabled,records.TokenPrivilegeObservation.Enabled,Direct,Direct JSON,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.collector_token_privilege,removed,boolean,No,—,`NOT NULL`,payload.token.privileges[*].removed,records.TokenPrivilegeObservation.Removed,Direct,Direct JSON,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.collector_token_privilege,used_for_access,boolean,No,—,`NOT NULL`,payload.token.privileges[*].used_for_access,records.TokenPrivilegeObservation.UsedForAccess,Direct,Direct JSON,`records.TokenPrivilegeObservation`,`projectCollectorIdentity()` — `projector_sources.go`,`CollectorIdentity.payload.token.privileges[*]`
fi.smb_share_snapshot,source_record_id,bigint,No,"PK, FK → fi.source_record.source_record_id",`—`,—,sourceRecordID,Derived by Go / relational lookup,Derived,`records.SMBShareSnapshot`,`projectSMBShareSnapshot()` — `projector_sources.go`,`SMBShareSnapshot.payload`
fi.smb_share_snapshot,observed_at,timestamptz,No,—,`NOT NULL`,payload.observed_at,records.SMBShareSnapshot.ObservedAt,RFC3339 → timestamptz,Direct JSON,`records.SMBShareSnapshot`,`projectSMBShareSnapshot()` — `projector_sources.go`,`SMBShareSnapshot.payload`
fi.smb_share_snapshot,collection_method,text,No,—,`NOT NULL`,payload.collection_method,records.SMBShareSnapshot.CollectionMethod,enum → text,Direct JSON,`records.SMBShareSnapshot`,`projectSMBShareSnapshot()` — `projector_sources.go`,`SMBShareSnapshot.payload`
